Instruction;Arg1;Arg2;Arg3;Arg4;Op1;Op2;Op3;Op4;Legacy;REX/VEX;Opcode;ModR/M;Disp;Imm;64-bits Mode;Legacy Mode;Special;Grammar;AT&T;Family;Annotate;Description;Notes;
FXTRACT;;;;;;;;;;;D9 F4;;;;Valid;Valid;8086;;FXTRACT;FXTRACT;NA;Separate value in ST(0) into exponent and significand, store exponent in ST(0), and push the significand onto the register stack.;;
FYL2X;;;;;;;;;;;D9 F1;;;;Valid;Valid;8086;;FYL2X;FYL;NA;Replace ST(1) with (ST(1) ∗ log2ST(0)) and pop the register stack.;;
FYL2XP1;;;;;;;;;;;D9 F9;;;;Valid;Valid;8086;;FYL2XP1;FYL;NA;Replace ST(1) with ST(1) ∗ log2(ST(0)+ 1.0) and pop the register stack.;;
GETSEC;;;;;;;;;;;0F 37;;;;Valid;Valid;8086;;GETSEC;UNDEF;NA;Depends of EAX value.;;
HADDPD;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F 7C;/r;;;Valid;Valid;SSE3;;HADDPD;HADD;NA;Horizontal add packed double-precision floating-point values from xmm2/m128 to xmm1.;;
HADDPS;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;F2;REX.W0;0F 7C;/r;;;Valid;Valid;SSE3;;HADDPS;HADD;NA;Horizontal add packed single-precision floating-point values from xmm2/m128 to xmm1.;;
HLT;;;;;;;;;;;F4;;;;Valid;Valid;8086;;HLT;HLT;NA;Halt;;
HSUBPD;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F 7D;/r;;;Valid;Valid;SSE3;;HSUBPD;HSUB;NA;Horizontal subtract packed double- precision floating-point values from xmm2/m128 to xmm1.;;
HSUBPS;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;F2;REX.W0;0F 7D;/r;;;Valid;Valid;SSE3;;HSUBPS;HSUB;NA;Horizontal subtract packed single- precision floating-point values from xmm2/m128 to xmm1.;;
IDIV;m8/r8;;;;ModRM:r/m (r);;;;;;F6;/7;;;Valid;Valid;8086;;IDIV;IDIV;NA;Signed divide AX by r/m8, with result stored in: AL ← Quotient, AH ← Remainder.;;
IDIV;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;F6;/7;;;Valid;N.E.;8086;;IDIV;IDIV;NA;Signed divide AX by r/m8, with result stored in AL ← Quotient, AH ← Remainder.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
IDIV;m16/r16;;;;ModRM:r/m (r);;;;;REX.W0;F7;/7;;;Valid;Valid;8086;;IDIV;IDIV;NA;Signed divide DX:AX by r/m16, with result stored in AX ← Quotient, DX ← Remainder.;;
IDIV;m64/r64;;;;ModRM:r/m (r);;;;;REX.W;F7;/7;;;Valid;N.E.;8086;;IDIV;IDIV;NA;Signed divide RDX:RAX by r/m64, with result stored in RAX ← Quotient, RDX ← Remainder.;;
IDIV;m32/r32;;;;ModRM:r/m (r);;;;;REX.W0;F7;/7;;;Valid;Valid;8086;;IDIV;IDIV;NA;Signed divide EDX:EAX by r/m32, with result stored in EAX ←Quotient, EDX ← Remainder.;;
IMUL;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W;0F AF;/r;;;Valid;N.E.;8086;;IMUL;IMUL;NA;Quadword register ← Quadword register ∗ r/m64.;;
IMUL;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F AF;/r;;;Valid;Valid;8086;;IMUL;IMUL;NA;word register ← word register ∗ r/m16.;;
IMUL;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F AF;/r;;;Valid;Valid;8086;;IMUL;IMUL;NA;doubleword register ← doubleword register ∗ r/m32.;;
IMUL;imm16;m16/r16;r16;;imm16;ModRM:r/m (r);ModRM:reg (r, w);;;REX.W0;69;/r;;iw;Valid;Valid;8086;;IMUL;IMUL;NA;word register ← r/m16 ∗ immediate word.;;
IMUL;imm32;m32/r32;r32;;imm32;ModRM:r/m (r);ModRM:reg (r, w);;;REX.W0;69;/r;;id;Valid;Valid;8086;;IMUL;IMUL;NA;doubleword register ← r/m32 ∗immediate doubleword.;;
IMUL;imm32;m64/r64;r64;;imm32;ModRM:r/m (r);ModRM:reg (r, w);;;REX.W;69;/r;;id;Valid;N.E.;8086;;IMUL;IMUL;NA;Quadword register ← r/m64 ∗ immediate doubleword.;;
IMUL;imm8;m16/r16;r16;;imm8;ModRM:r/m (r);ModRM:reg (r, w);;;REX.W0;6B;/r;;ib;Valid;Valid;8086;;IMUL;IMUL;NA;word register ← r/m16 ∗ sign- extended immediate byte.;;
IMUL;imm8;m64/r64;r64;;imm8;ModRM:r/m (r);ModRM:reg (r, w);;;REX.W;6B;/r;;ib;Valid;N.E.;8086;;IMUL;IMUL;NA;Quadword register ← r/m64 ∗ sign-extended immediate byte.;;
IMUL;imm8;m32/r32;r32;;imm8;ModRM:r/m (r);ModRM:reg (r, w);;;REX.W0;6B;/r;;ib;Valid;Valid;8086;;IMUL;IMUL;NA;doubleword register ← r/m32 ∗sign-extended immediate byte.;;
IMUL;m8/r8<>[ABCD]H;;;;ModRM:r/m (r, w);;;;;;F6;/5;;;Valid;Valid;8086;;IMUL;IMUL;NA;AX← AL ∗ r/m byte.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
IMUL;m16/r16;;;;ModRM:r/m (r, w);;;;;REX.W0;F7;/5;;;Valid;Valid;8086;;IMUL;IMUL;NA;DX:AX ← AX ∗ r/m word.;;
IMUL;m32/r32;;;;ModRM:r/m (r, w);;;;;REX.W0;F7;/5;;;Valid;Valid;8086;;IMUL;IMUL;NA;EDX:EAX ← EAX ∗ r/m32.;;
IMUL;m64/r64;;;;ModRM:r/m (r, w);;;;;REX.W;F7;/5;;;Valid;N.E.;8086;;IMUL;IMUL;NA;RDX:RAX ← RAX ∗ r/m64.;;
IN;imm8;r8=AL;;;imm8;;;;;;E4;;;ib;Valid;Valid;8086;;IN;IN;NA;Input byte from imm8 I/O port address into AL.;;
IN;imm8;r16=AX;;;imm8;;;;;;E5;;;ib;Valid;Valid;8086;Legacy66;IN;IN;NA;Input word from imm8 I/O port address into AX.;;
IN;imm8;r32=EAX;;;imm8;;;;;;E5;;;ib;Valid;Valid;8086;;IN;IN;NA;Input dword from imm8 I/O port address into EAX.;;
IN;r16=DX;r8=AL;;;;;;;;;EC;;;;Valid;Valid;8086;;IN;IN;NA;Input byte from I/O port in DX into AL.;;
IN;r16=DX;r32=EAX;;;;;;;;;ED;;;;Valid;Valid;8086;Legacy-3;IN;IN;NA;Input doubleword from I/O port in DX into EAX.;;
IN;r16=DX;r16=AX;;;;;;;;;ED;;;;Valid;Valid;8086;Legacy66;IN;IN;NA;Input word from I/O port in DX into AX.;;
INC;r32;;;;ModRM:reg (r, w);;;;;;40+rd;;;;N.E.;Valid;8086;;INC;INC;NA;Increment doubleword register by 1.;;
INC;r16;;;;ModRM:reg (r, w);;;;;;40+rw;;;;N.E.;Valid;8086;;INC;INC;NA;Increment word register by 1.;** 40H through 47H are REX prefixes in 64-bit mode.;
INC;m8/r8<>[ABCD]H;;;;ModRM:r/m (r, w);;;;;REX;FE;/0;;;Valid;N.E.;8086;;INC;INC;NA;Increment r/m byte by 1.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
INC;m8/r8;;;;ModRM:r/m (r, w);;;;;;FE;/0;;;Valid;Valid;8086;;INC;INC;NA;Increment r/m byte by 1.;;
INC;m16/r16;;;;ModRM:r/m (r, w);;;;;REX.W0;FF;/0;;;Valid;Valid;8086;;INC;INC;NA;Increment r/m word by 1.;;
INC;m64/r64;;;;ModRM:r/m (r, w);;;;;REX.W;FF;/0;;;Valid;N.E.;8086;;INC;INC;NA;Increment r/m quadword by 1.;;
INC;m32/r32;;;;ModRM:r/m (r, w);;;;;REX.W0;FF;/0;;;Valid;Valid;8086;;INC;INC;NA;Increment r/m doubleword by 1.;;
INS;r16=DX;m8=ES:(E)DI;;;;;;;;;6C;;;;Valid;Valid;8086;Legacy-1;INS;IN;NA;Input byte from I/O port specified in DX into memory location specified in ES:(E)DI or RDI.1;1. n 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported;
INS;r16=DX;m16=ES:(E)DI;;;;;;;;;6D;;;;Valid;Valid;8086;Legacy-1;INS;IN;NA;Input word from I/O port specified in DX into memory location specified in ES:(E)DI or RDI.1;1. n 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported;
INS;r16=DX;m32=ES:(E)DI;;;;;;;;;6D;;;;Valid;Valid;8086;Legacy-1;INS;IN;NA;Input doubleword from I/O port specified in DX into memory location specified in ES:(E)DI or RDI.1;1. n 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported;
INSB;;;;;;;;;;;6C;;;;Valid;Valid;8086;;INSB;IN;NA;Input byte from I/O port specified in DX into memory location specified with ES:(E)DI or RDI.1;1. n 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported;
INSD;;;;;;;;;;;6D;;;;Valid;Valid;8086;;INSL;IN;NA;Input doubleword from I/O port specified in DX into memory location specified in ES:(E)DI or RDI.1;1. n 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported;
INSERTPS;imm8;xmm/m32;xmm;;imm8;ModRM:r/m (r);ModRM:reg (w);;66;REX.W0;0F 3A 21;/r;;ib;Valid;Valid;SSE4_1;;INSERTPS;INSERTPS;NA;Insert a single precision floating-point value selected by imm8 from xmm2/m32 into xmm1 at the specified destination element specified by imm8 and zero out destination elements in xmm1 as indicated in imm8.;;
INSW;;;;;;;;;;;6D;;;;Valid;Valid;8086;Legacy66;INSW;IN;NA;Input word from I/O port specified in DX into memory location specified in ES:(E)DI or RDI.1;1. n 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported;
INT;imm8=3;;;;;;;;;;CC;;;;Valid;Valid;8086;;INT;INT;NA;Interrupt 3—trap to debugger.;;
INT;imm8;;;;imm8;;;;;;CD;;;ib;Valid;Valid;8086;;INT;INT;NA;Interrupt vector number specified by immediate byte.;;
INTO;;;;;;;;;;;CE;;;;Invalid;Valid;8086;;INTO;INT;NA;Interrupt 4—if overflow flag is 1.;;
INVD;;;;;;;;;;;0F 08;;;;Valid;Valid;8086;;INVD;INV;NA;Flush internal caches - initiate flushing of external caches.;* See the IA-32 Architecture Compatibility section below.;
INVEPT;m128;r64;;;ModRM:r/m (r);ModRM:reg (r);;;66;;0F 38 80;/r;;;Valid;N.E;8086;;INVEPT;UNDEF;NA;Invalidates EPT-derived entries in the TLBs and paging-structure caches (in 64-bit mode);;
INVEPT;m128;r32;;;ModRM:r/m (r);ModRM:reg (r);;;66;;0F 38 80;/r;;;N.E.;Valid;8086;;INVEPT;UNDEF;NA;Invalidates EPT-derived entries in the TLBs and paging-structure caches (outside 64-bit mode);;
INVLPG;m;;;;ModRM:r/m (r);;;;;REX.W0;0F 01;/7;;;Valid;Valid;8086;;INVLPG;INV;NA;Invalidate TLB Entry for page that contains m.;;
INVVPID;m128;r64;;;ModRM:r/m (r);ModRM:reg (r);;;66;;0F 38 81;/r;;;Valid;N.E;8086;;INVVPID;UNDEF;NA;Invalidates entries in the TLBs and paging-structure caches based on VPID (in 64-bit mode);;
INVVPID;m128;r32;;;ModRM:r/m (r);ModRM:reg (r);;;66;;0F 38 81;/r;;;N.E.;Valid;8086;;INVVPID;UNDEF;NA;Invalidates entries in the TLBs and paging-structure caches based on VPID (outside 64-bit mode);;
IRET;;;;;;;;;;;CF;;;;Valid;Valid;8086;;IRET;IRET;JRET;Interrupt return (16-bit operand size).;;
IRETD;;;;;;;;;;;CF;;;;Valid;Valid;8086;;IRETL;IRET;JRET;Interrupt return (32-bit operand size).;;
IRETQ;;;;;;;;;;REX.W;CF;;;;Valid;N.E.;8086;;IRETQ;IRET;JRET;Interrupt return (64-bit operand size).;;
JA;rel32;;;;Offset;;;;;;0F 87;;cd;;Valid;Valid;8086;;JA;JUMP;JCOND;Jump near if above (CF=0 and ZF=0).;;
JA;rel16;;;;Offset;;;;;;0F 87;;cw;;N.S.;Valid;8086;;JA;JUMP;JCOND;Jump near if above (CF=0 and ZF=0). Not supported in 64-bit mode.;;
JA;rel8;;;;Offset;;;;;;77;;cb;;Valid;Valid;8086;;JA;JUMP;JCOND;Jump short if above (CF=0 and ZF=0).;;
JAE;rel32;;;;Offset;;;;;;0F 83;;cd;;Valid;Valid;8086;;JAE;JUMP;JCOND;Jump near if above or equal (CF=0).;;
JAE;rel16;;;;Offset;;;;;;0F 83;;cw;;N.S.;Valid;8086;;JAE;JUMP;JCOND;Jump near if above or equal (CF=0). Not supported in 64-bit mode.;;
JAE;rel8;;;;Offset;;;;;;73;;cb;;Valid;Valid;8086;;JAE;JUMP;JCOND;Jump short if above or equal (CF=0).;;
JB;rel32;;;;Offset;;;;;;0F 82;;cd;;Valid;Valid;8086;;JB;JUMP;JCOND;Jump near if below (CF=1).;;
JB;rel16;;;;Offset;;;;;;0F 82;;cw;;N.S.;Valid;8086;;JB;JUMP;JCOND;Jump near if below (CF=1). Not supported in 64-bit mode.;;
JB;rel8;;;;Offset;;;;;;72;;cb;;Valid;Valid;8086;;JB;JUMP;JCOND;Jump short if below (CF=1).;;
JBE;rel32;;;;Offset;;;;;;0F 86;;cd;;Valid;Valid;8086;;JBE;JUMP;JCOND;Jump near if below or equal (CF=1 or ZF=1).;;
JBE;rel16;;;;Offset;;;;;;0F 86;;cw;;N.S.;Valid;8086;;JBE;JUMP;JCOND;Jump near if below or equal (CF=1 or ZF=1). Not supported in 64-bit mode.;;
JBE;rel8;;;;Offset;;;;;;76;;cb;;Valid;Valid;8086;;JBE;JUMP;JCOND;Jump short if below or equal (CF=1 or ZF=1).;;
JC;rel16;;;;Offset;;;;;;0F 82;;cw;;N.S.;Valid;8086;;JC;JUMP;JCOND;Jump near if carry (CF=1). Not supported in 64-bit mode.;;
JC;rel32;;;;Offset;;;;;;0F 82;;cd;;Valid;Valid;8086;;JC;JUMP;JCOND;Jump near if carry (CF=1).;;
JC;rel8;;;;Offset;;;;;;72;;cb;;Valid;Valid;8086;;JC;JUMP;JCOND;Jump short if carry (CF=1).;;
JCXZ;rel8;;;;Offset;;;;;;E3;;cb;;N.E.;Valid;8086;;JCXZ;JUMP;JCOND;Jump short if CX register is 0.;;
JE;rel16;;;;Offset;;;;;;0F 84;;cw;;N.S.;Valid;8086;;JE;JUMP;JCOND;Jump near if equal (ZF=1). Not supported in 64-bit mode.;;
JE;rel32;;;;Offset;;;;;;0F 84;;cd;;Valid;Valid;8086;;JE;JUMP;JCOND;Jump near if equal (ZF=1).;;
JE;rel8;;;;Offset;;;;;;74;;cb;;Valid;Valid;8086;;JE;JUMP;JCOND;Jump short if equal (ZF=1).;;
JECXZ;rel8;;;;Offset;;;;;;E3;;cb;;Valid;Valid;8086;;JECXZ;JUMP;JCOND;Jump short if ECX register is 0.;;
JG;rel16;;;;Offset;;;;;;0F 8F;;cw;;N.S.;Valid;8086;;JG;JUMP;JCOND;Jump near if greater (ZF=0 and SF=OF). Not supported in 64-bit mode.;;
JG;rel32;;;;Offset;;;;;;0F 8F;;cd;;Valid;Valid;8086;;JG;JUMP;JCOND;Jump near if greater (ZF=0 and SF=OF).;;
JG;rel8;;;;Offset;;;;;;7F;;cb;;Valid;Valid;8086;;JG;JUMP;JCOND;Jump short if greater (ZF=0 and SF=OF).;;
JGE;rel32;;;;Offset;;;;;;0F 8D;;cd;;Valid;Valid;8086;;JGE;JUMP;JCOND;Jump near if greater or equal (SF=OF).;;
JGE;rel16;;;;Offset;;;;;;0F 8D;;cw;;N.S.;Valid;8086;;JGE;JUMP;JCOND;Jump near if greater or equal (SF=OF). Not supported in 64-bit mode.;;
JGE;rel8;;;;Offset;;;;;;7D;;cb;;Valid;Valid;8086;;JGE;JUMP;JCOND;Jump short if greater or equal (SF=OF).;;
JL;rel32;;;;Offset;;;;;;0F 8C;;cd;;Valid;Valid;8086;;JL;JUMP;JCOND;Jump near if less (SF≠ OF).;;
JL;rel16;;;;Offset;;;;;;0F 8C;;cw;;N.S.;Valid;8086;;JL;JUMP;JCOND;Jump near if less (SF≠ OF). Not supported in 64-bit mode.;;
JL;rel8;;;;Offset;;;;;;7C;;cb;;Valid;Valid;8086;;JL;JUMP;JCOND;Jump short if less (SF≠ OF).;;
JLE;rel32;;;;Offset;;;;;;0F 8E;;cd;;Valid;Valid;8086;;JLE;JUMP;JCOND;Jump near if less or equal (ZF=1 or SF≠OF).;;
JLE;rel16;;;;Offset;;;;;;0F 8E;;cw;;N.S.;Valid;8086;;JLE;JUMP;JCOND;Jump near if less or equal (ZF=1 or SF≠OF). Not supported in 64-bit mode.;;
JLE;rel8;;;;Offset;;;;;;7E;;cb;;Valid;Valid;8086;;JLE;JUMP;JCOND;Jump short if less or equal (ZF=1 or SF≠ OF).;;
JMP;rel16;;;;Offset;;;;;;E9;;cw;;N.S.;Valid;8086;;JMP;JUMP;JUMP;Jump near, relative, displacement relative to next instruction. Not supported in 64- bit mode.;;
JMP;rel32;;;;Offset;;;;;;E9;;cd;;Valid;Valid;8086;;JMP;JUMP;JUMP;Jump near, relative, RIP = RIP + 32-bit displacement sign extended to 64-bits;;
JMP;ptr16:32;;;;Offset;;;;;;EA;;cp;;Invalid;Valid;8086;;JMP;JUMP;JUMP;Jump far, absolute, address given in operand;;
JMP;ptr16:16;;;;Offset;;;;;;EA;;cd;;Invalid;Valid;8086;;JMP;JUMP;JUMP;Jump far, absolute, address given in operand;;
JMP;rel8;;;;Offset;;;;;;EB;;cb;;Valid;Valid;8086;;JMP;JUMP;JUMP;Jump short, RIP = RIP + 8-bit displacement sign extended to 64-bits;;
JMP;m16:32;;;;ModRM:r/m (r);;;;;REX.W0;FF;/5;;;Valid;Valid;8086;;JMP;JUMP;JUMP;Jump far, absolute indirect, address given in m16:32.;;
JMP;m64/r64;;;;ModRM:r/m (r);;;;;REX.W0;FF;/4;;;Valid;N.E.;8086;;JMP;JUMP;JUMP;Jump near, absolute indirect, RIP = 64-Bit offset from register or memory;;
JMP;m16:64;;;;ModRM:r/m (r);;;;;REX.W;FF;/5;;;Valid;N.E.;8086;;JMP;JUMP;JUMP;Jump far, absolute indirect, address given in m16:64.;;
JMP;m32/r32;;;;ModRM:r/m (r);;;;;;FF;/4;;;N.S.;Valid;8086;;JMP;JUMP;JUMP;Jump near, absolute indirect, address = sign-extended r/m32. Not supported in 64-bit mode.;;
JMP;m16/r16;;;;ModRM:r/m (r);;;;;;FF;/4;;;N.S.;Valid;8086;;JMP;JUMP;JUMP;Jump near, absolute indirect, address = sign-extended r/m16. Not supported in 64-bit mode.;;
JMP;m16:16;;;;ModRM:r/m (r);;;;;REX.W0;FF;/5;;;Valid;Valid;8086;;JMP;JUMP;JUMP;Jump far, absolute indirect, address given in m16:16;;
JNA;rel32;;;;Offset;;;;;;0F 86;;cd;;Valid;Valid;8086;;JNA;JUMP;JCOND;Jump near if not above (CF=1 or ZF=1).;;
JNA;rel16;;;;Offset;;;;;;0F 86;;cw;;N.S.;Valid;8086;;JNA;JUMP;JCOND;Jump near if not above (CF=1 or ZF=1). Not supported in 64-bit mode.;;
JNA;rel8;;;;Offset;;;;;;76;;cb;;Valid;Valid;8086;;JNA;JUMP;JCOND;Jump short if not above (CF=1 or ZF=1).;;
JNAE;rel32;;;;Offset;;;;;;0F 82;;cd;;Valid;Valid;8086;;JNAE;JUMP;JCOND;Jump near if not above or equal (CF=1).;;
JNAE;rel16;;;;Offset;;;;;;0F 82;;cw;;N.S.;Valid;8086;;JNAE;JUMP;JCOND;Jump near if not above or equal (CF=1). Not supported in 64-bit mode.;;
JNAE;rel8;;;;Offset;;;;;;72;;cb;;Valid;Valid;8086;;JNAE;JUMP;JCOND;Jump short if not above or equal (CF=1).;;
JNB;rel32;;;;Offset;;;;;;0F 83;;cd;;Valid;Valid;8086;;JNB;JUMP;JCOND;Jump near if not below (CF=0).;;
JNB;rel16;;;;Offset;;;;;;0F 83;;cw;;N.S.;Valid;8086;;JNB;JUMP;JCOND;Jump near if not below (CF=0). Not supported in 64-bit mode.;;
JNB;rel8;;;;Offset;;;;;;73;;cb;;Valid;Valid;8086;;JNB;JUMP;JCOND;Jump short if not below (CF=0).;;
JNBE;rel16;;;;Offset;;;;;;0F 87;;cw;;N.S.;Valid;8086;;JNBE;JUMP;JCOND;Jump near if not below or equal (CF=0 and ZF=0). Not supported in 64-bit mode.;;
JNBE;rel32;;;;Offset;;;;;;0F 87;;cd;;Valid;Valid;8086;;JNBE;JUMP;JCOND;Jump near if not below or equal (CF=0 and ZF=0).;;
JNBE;rel8;;;;Offset;;;;;;77;;cb;;Valid;Valid;8086;;JNBE;JUMP;JCOND;Jump short if not below or equal (CF=0 and ZF=0).;;
JNC;rel32;;;;Offset;;;;;;0F 83;;cd;;Valid;Valid;8086;;JNC;JUMP;JCOND;Jump near if not carry (CF=0).;;
JNC;rel16;;;;Offset;;;;;;0F 83;;cw;;N.S.;Valid;8086;;JNC;JUMP;JCOND;Jump near if not carry (CF=0). Not supported in 64-bit mode.;;
JNC;rel8;;;;Offset;;;;;;73;;cb;;Valid;Valid;8086;;JNC;JUMP;JCOND;Jump short if not carry (CF=0).;;
JNE;rel32;;;;Offset;;;;;;0F 85;;cd;;Valid;Valid;8086;;JNE;JUMP;JCOND;Jump near if not equal (ZF=0).;;
JNE;rel16;;;;Offset;;;;;;0F 85;;cw;;N.S.;Valid;8086;;JNE;JUMP;JCOND;Jump near if not equal (ZF=0). Not supported in 64-bit mode.;;
JNE;rel8;;;;Offset;;;;;;75;;cb;;Valid;Valid;8086;;JNE;JUMP;JCOND;Jump short if not equal (ZF=0).;;
JNG;rel32;;;;Offset;;;;;;0F 8E;;cd;;Valid;Valid;8086;;JNG;JUMP;JCOND;Jump near if not greater (ZF=1 or SF≠OF).;;
JNG;rel16;;;;Offset;;;;;;0F 8E;;cw;;N.S.;Valid;8086;;JNG;JUMP;JCOND;Jump near if not greater (ZF=1 or SF≠OF). Not supported in 64-bit mode.;;
JNG;rel8;;;;Offset;;;;;;7E;;cb;;Valid;Valid;8086;;JNG;JUMP;JCOND;Jump short if not greater (ZF=1 or SF≠ OF).;;
JNGE;rel32;;;;Offset;;;;;;0F 8C;;cd;;Valid;Valid;8086;;JNGE;JUMP;JCOND;Jump near if not greater or equal (SF≠OF).;;
JNGE;rel16;;;;Offset;;;;;;0F 8C;;cw;;N.S.;Valid;8086;;JNGE;JUMP;JCOND;Jump near if not greater or equal (SF≠OF). Not supported in 64-bit mode.;;
JNGE;rel8;;;;Offset;;;;;;7C;;cb;;Valid;Valid;8086;;JNGE;JUMP;JCOND;Jump short if not greater or equal (SF≠ OF).;;
JNL;rel16;;;;Offset;;;;;;0F 8D;;cw;;N.S.;Valid;8086;;JNL;JUMP;JCOND;Jump near if not less (SF=OF). Not supported in 64-bit mode.;;
JNL;rel32;;;;Offset;;;;;;0F 8D;;cd;;Valid;Valid;8086;;JNL;JUMP;JCOND;Jump near if not less (SF=OF).;;
JNL;rel8;;;;Offset;;;;;;7D;;cb;;Valid;Valid;8086;;JNL;JUMP;JCOND;Jump short if not less (SF=OF).;;
JNLE;rel16;;;;Offset;;;;;;0F 8F;;cw;;N.S.;Valid;8086;;JNLE;JUMP;JCOND;Jump near if not less or equal (ZF=0 and SF=OF). Not supported in 64-bit mode.;;
JNLE;rel32;;;;Offset;;;;;;0F 8F;;cd;;Valid;Valid;8086;;JNLE;JUMP;JCOND;Jump near if not less or equal (ZF=0 and SF=OF).;;
JNLE;rel8;;;;Offset;;;;;;7F;;cb;;Valid;Valid;8086;;JNLE;JUMP;JCOND;Jump short if not less or equal (ZF=0 and SF=OF).;;
JNO;rel32;;;;Offset;;;;;;0F 81;;cd;;Valid;Valid;8086;;JNO;JUMP;JCOND;Jump near if not overflow (OF=0).;;
JNO;rel16;;;;Offset;;;;;;0F 81;;cw;;N.S.;Valid;8086;;JNO;JUMP;JCOND;Jump near if not overflow (OF=0). Not supported in 64-bit mode.;;
JNO;rel8;;;;Offset;;;;;;71;;cb;;Valid;Valid;8086;;JNO;JUMP;JCOND;Jump short if not overflow (OF=0).;;
JNP;rel16;;;;Offset;;;;;;0F 8B;;cw;;N.S.;Valid;8086;;JNP;JUMP;JCOND;Jump near if not parity (PF=0). Not supported in 64-bit mode.;;
JNP;rel32;;;;Offset;;;;;;0F 8B;;cd;;Valid;Valid;8086;;JNP;JUMP;JCOND;Jump near if not parity (PF=0).;;
JNP;rel8;;;;Offset;;;;;;7B;;cb;;Valid;Valid;8086;;JNP;JUMP;JCOND;Jump short if not parity (PF=0).;;
JNS;rel32;;;;Offset;;;;;;0F 89;;cd;;Valid;Valid;8086;;JNS;JUMP;JCOND;Jump near if not sign (SF=0).;;
JNS;rel16;;;;Offset;;;;;;0F 89;;cw;;N.S.;Valid;8086;;JNS;JUMP;JCOND;Jump near if not sign (SF=0). Not supported in 64-bit mode.;;
JNS;rel8;;;;Offset;;;;;;79;;cb;;Valid;Valid;8086;;JNS;JUMP;JCOND;Jump short if not sign (SF=0).;;
JNZ;rel32;;;;Offset;;;;;;0F 85;;cd;;Valid;Valid;8086;;JNZ;JUMP;JCOND;Jump near if not zero (ZF=0).;;
JNZ;rel16;;;;Offset;;;;;;0F 85;;cw;;N.S.;Valid;8086;;JNZ;JUMP;JCOND;Jump near if not zero (ZF=0). Not supported in 64-bit mode.;;
JNZ;rel8;;;;Offset;;;;;;75;;cb;;Valid;Valid;8086;;JNZ;JUMP;JCOND;Jump short if not zero (ZF=0).;;
JO;rel32;;;;Offset;;;;;;0F 80;;cd;;Valid;Valid;8086;;JO;JUMP;JCOND;Jump near if overflow (OF=1).;;
JO;rel16;;;;Offset;;;;;;0F 80;;cw;;N.S.;Valid;8086;;JO;JUMP;JCOND;Jump near if overflow (OF=1). Not supported in 64-bit mode.;;
JO;rel8;;;;Offset;;;;;;70;;cb;;Valid;Valid;8086;;JO;JUMP;JCOND;Jump short if overflow (OF=1).;;
JP;rel16;;;;Offset;;;;;;0F 8A;;cw;;N.S.;Valid;8086;;JP;JUMP;JCOND;Jump near if parity (PF=1). Not supported in 64-bit mode.;;
JP;rel32;;;;Offset;;;;;;0F 8A;;cd;;Valid;Valid;8086;;JP;JUMP;JCOND;Jump near if parity (PF=1).;;
JP;rel8;;;;Offset;;;;;;7A;;cb;;Valid;Valid;8086;;JP;JUMP;JCOND;Jump short if parity (PF=1).;;
JPE;rel32;;;;Offset;;;;;;0F 8A;;cd;;Valid;Valid;8086;;JPE;JUMP;JCOND;Jump near if parity even (PF=1).;;
JPE;rel16;;;;Offset;;;;;;0F 8A;;cw;;N.S.;Valid;8086;;JPE;JUMP;JCOND;Jump near if parity even (PF=1). Not supported in 64-bit mode.;;
JPE;rel8;;;;Offset;;;;;;7A;;cb;;Valid;Valid;8086;;JPE;JUMP;JCOND;Jump short if parity even (PF=1).;;
